Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
260106-64,2026-01-06,90010643967,INSPEKTORS (IEKŠLIETU JOMĀ),Valsts pārvalde,1611.000,1890.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-31,"","Rīga, Krišjāņa Valdemāra iela, 1A",https://cvvp.nva.gov.lv/#/pub/vakances/437816387
260106-74,2026-01-06,90010643967,VECĀKAIS INSPEKTORS (IEKŠLIETU JOMĀ),Valsts pārvalde,1962.000,2258.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Rīga, Krišjāņa Valdemāra iela, 1A",https://cvvp.nva.gov.lv/#/pub/vakances/437820857
260106-69,2026-01-06,90010643967,VECĀKAIS INSPEKTORS (IEKŠLIETU JOMĀ),Valsts pārvalde,1962.000,2258.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-31,"","Rīga, Krišjāņa Valdemāra iela, 1A",https://cvvp.nva.gov.lv/#/pub/vakances/437818726
260114-102,2026-01-14,90009649337,IEPIRKUMU SPECIĀLISTS,Vadība / Administrēšana,1483.000,1960.000,"","","",2026-01-27,"","Cēsu iela 31 k-3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438798108
260116-100,2026-01-16,90009649337,BUDŽETA EKONOMISTS,Bankas / Apdrošināšana / Finanses/Grāmatvedība,1358.000,1620.000,"","","",2026-01-27,"","Katoļu iela 1 - 1, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/439097890
260115-94,2026-01-15,90009649337,PROJEKTA VADĪTĀJS,Vadība / Administrēšana,1851.000,2645.000,Viena vesela slodze,"","",2026-01-28,"","Cēsu iela 31 k-3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438951335
260105-5,2026-01-05,40900030337,LIETVEDIS,Izglītība / Zinātne,1100.000,1100.000,Viena vesela slodze,"","",2026-01-22,"","Tautas iela 59, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/437611746
251222-17,2025-12-22,40900030337,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1440.000,1500.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-06,"","Tautas iela 59, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/437114337
260115-17,2026-01-15,40900025406,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (VALSTS PĀRVALDES JOMĀ),Vadība / Administrēšana,3300.000,3600.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-28,"","Vaļņu iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438887386
260105-105,2026-01-05,90000594245,SOCIĀLAIS DARBINIEKS,Valsts pārvalde,1522.000,1522.000,"","","",2026-01-18,"","Raiņa iela 53, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/437685201
260108-79,2026-01-08,90000594245,EKSPERTS,Valsts pārvalde,1393.000,1393.000,"","","",2026-01-18,"","Talsu šoseja 31 k-25, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/438166577
260105-102,2026-01-05,90000594245,SOCIĀLAIS DARBINIEKS,Valsts pārvalde,1166.000,1166.000,"","","",2026-01-18,"","Talsu šoseja 31 k-25, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/437684173
251219-46,2025-12-19,40900015253,VIRTUVES DARBINIEKS,Izglītība / Zinātne,780.000,780.000,"","","",2026-01-31,"","Marsa gatve 8, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437033881
251219-47,2025-12-22,40900015253,APKOPĒJS,Izglītība / Zinātne,780.000,780.000,"","","",2026-01-31,"","Marsa gatve 8, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437034797
260112-141,2026-01-12,40900030407,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1570.000,1570.000,"",Normālais darba laiks,"",2026-03-31,"","Varšavas iela 2, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/438552893
260108-44,2026-01-08,40900035315,SOCIĀLĀS PALĪDZĪBAS ORGANIZATORS,Veselības aprūpe / Sociālā aprūpe,941.000,1175.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-19,"","Rīti, Slampe, Slampes pag., Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438128927
260108-41,2026-01-08,40900035315,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1384.000,1523.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-30,"","Rīti, Slampe, Slampes pag., Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438127868
260113-25,2026-01-13,40900035315,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1258.000,1523.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-30,"","Tidaholmas iela 1, Tukums, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438595133
260105-14,2026-01-05,40900035315,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,941.000,1058.000,Viena vesela slodze,Normālais darba laiks,"",2026-06-30,"","Mežrozītes, Irlava, Irlavas pag., Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437615090
260105-13,2026-01-05,40900035315,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,470.000,529.000,Nepilna slodze,Normālais darba laiks,20,2026-06-30,"","Ķiršu iela 10, Kandava, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437614807
251229-37,2025-12-29,40900009897,TEHNISKAIS STRĀDNIEKS,Izglītība / Zinātne,780.000,780.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-30,"","Kurzemes prospekts 158, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437385502
251121-50,2025-11-21,40900009897,KONCERTMEISTARS,Izglītība / Zinātne,271.000,440.000,Nepilna slodze,Nepilnais darba laiks,6,2026-01-30,"","Kurzemes prospekts 158, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/434239675
251229-33,2025-12-29,40900009897,LABORANTS,Izglītība / Zinātne,780.000,780.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-30,"","Kurzemes prospekts 158, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437381640
260106-189,2026-01-06,40900000440,KULTŪRAS PASĀKUMU ORGANIZATORS,Kultūra / Māksla,1025.000,1025.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-30,"","Daugavas iela 6, Jumprava, Jumpravas pag., Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437900960
251125-65,2025-11-25,40900022414,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-30,"","Daugavpils,ar darba vietu Zemgale 16, Zemgalē, Demenes pag., Augšdaugavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/434506168
260107-147,2026-01-07,40900011177,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1331.100,1331.100,Nepilna slodze,Nepilnais darba laiks,"",2026-01-23,"","Lugažu iela 8, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438050050
260108-6,2026-01-08,90000022064,FINANSISTS,Vadība / Administrēšana,1500.000,1745.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-22,"","Skolas iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438098189
260108-18,2026-01-08,90000022064,JURISKONSULTS,Vadība / Administrēšana,2090.000,2090.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-28,"","Skolas iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438108430
260116-34,2026-01-16,90000022064,ADMINISTRATĪVĀS INSPEKCIJAS INSPEKTORS,Vadība / Administrēšana,1250.000,1330.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-26,"","Krišjāņa Valdemāra iela 38 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439036483
260112-137,2026-01-12,90000022064,VECĀKAIS GRĀMATVEDIS,Vadība / Administrēšana,1400.000,1810.000,"","","",2026-01-26,"","Skolas iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438551770
260112-142,2026-01-12,90000022064,VECĀKAIS GRĀMATVEDIS,Vadība / Administrēšana,1400.000,1810.000,Viena vesela slodze,"","",2026-01-26,"","Skolas iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438553345
251229-41,2025-12-29,90000024332,METODIĶIS,Vadība / Administrēšana,1700.000,1700.000,Nepilna slodze,"","",2026-01-20,"","Zemgales iela 33, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437390356
251229-44,2025-12-29,90000024332,METODIĶIS,Vadība / Administrēšana,1700.000,1700.000,Viena vesela slodze,"","",2026-01-20,"","Zemgales iela 33, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437391909
251223-79,2025-12-23,90000012827,BŪVINŽENIERIS,Vadība / Administrēšana,1800.000,2300.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-31,"","Centra iela 4, Piņķi, Babītes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437309125
260105-266,2026-01-05,90000072027,METODIĶIS,Izglītība / Zinātne,1221.000,1401.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437757277
260105-104,2026-01-05,90000072027,VECĀKAIS GRĀMATVEDIS,Izglītība / Zinātne,1432.000,1652.000,Viena vesela slodze,"","",2026-01-31,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437684439
260105-156,2026-01-05,90000072027,VECĀKAIS GRĀMATVEDIS,Izglītība / Zinātne,1432.000,1652.000,Viena vesela slodze,"","",2026-01-31,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437713236
260105-166,2026-01-05,90000072027,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (FINANŠU UN APDROŠINĀŠANAS JOMĀ),Izglītība / Zinātne,1909.000,2227.000,Viena vesela slodze,"","",2026-01-31,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437717678
260106-102,2026-01-06,90000072027,METODIĶIS,Izglītība / Zinātne,1221.000,1401.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437853222
260115-73,2026-01-15,90000072027,DOCENTS,Jurisprudence / Tieslietas,2043.000,2043.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-16,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438933756
260112-84,2026-01-12,90000072027,VECĀKAIS INSPEKTORS,Izglītība / Zinātne,1640.000,1745.000,"","","",2026-01-31,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438501351
260113-87,2026-01-13,90000072027,Personāla mācību SPECIĀLISTS,Izglītība / Zinātne,519.000,595.000,Nepilna slodze,Summētais darba laiks,20,2026-01-31,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438648010
251219-32,2025-12-19,90000072027,JURISTS,Izglītība / Zinātne,1232.000,1437.000,Viena vesela slodze,"","",2026-01-20,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437020476
260106-97,2026-01-06,90000072027,METODIĶIS,Izglītība / Zinātne,1221.000,1401.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437850203
260114-181,2026-01-14,90000072027,VECĀKAIS INSPEKTORS,Izglītība / Zinātne,1635.000,1745.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-23,"","Ezermalas iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438847083
260107-107,2026-01-07,90000041826,PEDAGOGA PALĪGS,Izglītība / Zinātne,1275.000,1275.000,Nepilna slodze,"","",2026-02-28,"","Aleksandrovas skola, Aleksandrova, Konstantinovas pag., Krāslavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438021201
260107-110,2026-01-07,90000041826,MĀSA/ vispārējās aprūpes MĀSA bērnu aprūpē,Veselības aprūpe / Sociālā aprūpe,1189.000,1189.000,Viena vesela slodze,"","",2026-02-28,"","Aleksandrovas skola, Aleksandrova, Konstantinovas pag., Krāslavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438023650
260105-144,2026-01-05,40900035122,VECĀKAIS PAVĀRS,Valsts pārvalde,1050.000,1170.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-19,"","Dzintara iela, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437703248
260105-149,2026-01-05,40900035122,VIRTUVES DARBINIEKS,Valsts pārvalde,920.000,1070.000,"","","",2026-01-19,"","Dzintara iela, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437706484
260112-15,2026-01-12,40900035122,VECĀKAIS REFERENTS,Valsts pārvalde,1770.000,1950.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-25,"","Biksēres iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438427676
260106-179,2026-01-07,40900035122,ŠEFPAVĀRS,Ēdināšana / Pārtikas rūpniecība,1470.000,1620.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-21,"","Lāčplēša iela 1, Alūksne, Alūksnes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437898031
260106-239,2026-01-07,40900035122,VECĀKAIS PAVĀRS,Ēdināšana / Pārtikas rūpniecība,1050.000,1170.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-20,"","Lāčplēša iela 1, Alūksne, Alūksnes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437918218
260106-242,2026-01-07,40900035122,NOLIKTAVAS DARBINIEKS,Valsts pārvalde,1260.000,1410.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-19,"","Lāčplēša iela 1, Alūksne, Alūksnes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437919710
260116-90,2026-01-16,40900035122,VECĀKAIS EKSPERTS,Valsts pārvalde,2110.000,2320.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-25,"","Biksēres iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439091600
260112-83,2026-01-12,40900035122,IEPIRKUMU SPECIĀLISTS,Valsts pārvalde,2210.000,2420.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-25,"","Biksēres iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438498903
260112-127,2026-01-12,40900035122,JURISTS,Valsts pārvalde,2210.000,2420.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-25,"","Biksēres iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438546852
260105-163,2026-01-05,40900035122,GALVENAIS GRĀMATVEDIS,Valsts pārvalde,2300.000,2510.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-19,"","Biksēres iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437716695
260106-139,2026-01-06,40900035122,VECĀKAIS REFERENTS,Valsts pārvalde,1770.000,1950.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-19,"","Biksēres iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437872778
260106-207,2026-01-07,40900035122,VIRTUVES DARBINIEKS,Ēdināšana / Pārtikas rūpniecība,920.000,1070.000,Viena vesela slodze,"","",2026-01-19,"","Lāčplēša iela 1, Alūksne, Alūksnes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437906708
260113-188,2026-01-13,41503014677,VIRSMĀSA,Veselības aprūpe / Sociālā aprūpe,1327.000,1327.000,Nepilna slodze,Nepilnais darba laiks,"",2026-01-31,"","Mūsmājas Dižkoks, Dviete, Dvietes pag., Augšdaugavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438699525
260113-190,2026-01-13,41503014677,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1220.000,1220.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-31,"","Mūsmājas Dižkoks, Dviete, Dvietes pag., Augšdaugavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438699737
251203-115,2025-12-03,40900038383,PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,1277.000,1277.000,"","","",2026-01-31,"","Rudiņi, Taurene, Taurenes pag., Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/435411792
251217-65,2025-12-17,40900038383,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1100.000,1398.000,Viena vesela slodze,"","",2026-01-31,"","Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/436822819
251217-68,2025-12-17,40900038383,KLIENTU APKALPOŠANAS SPECIĀLISTS,Veselības aprūpe / Sociālā aprūpe,1052.000,1052.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-31,"","Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/436823734
260108-67,2026-01-08,45903001693,ŪDENSAPGĀDES UN KANALIZĀCIJAS SISTĒMU TEHNIĶIS,Pakalpojumi,1500.000,1500.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-30,"","Vienības iela 67, Krāslava, Krāslavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438155417
251120-20,2025-12-18,44103057729,INTERNISTS,Veselības aprūpe / Sociālā aprūpe,15.000,15.000,"",Summētais darba laiks,"",2026-02-01,"","Slimnīcas iela 9, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/434059272
260115-30,2026-01-15,44103057729,"ANESTEZIOLOGS, REANIMATOLOGS",Veselības aprūpe / Sociālā aprūpe,4565.000,4565.000,"",Summētais darba laiks,"",2026-02-13,"","Slimnīcas iela 9, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438899428
260115-38,2026-01-15,44103057729,GRĀMATVEDIS (CETURTĀ LĪMEŅA KVALIFIKĀCIJA),Pakalpojumi,1331.000,1331.000,Viena vesela slodze,"","",2026-02-08,"","Slimnīcas iela 9, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438906468
251216-156,2025-12-16,44103057729,"ANESTEZIOLOGS, REANIMATOLOGS",Veselības aprūpe / Sociālā aprūpe,15.000,15.000,"","","",2026-01-18,"","Slimnīcas iela 9, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/436741004
251216-155,2025-12-16,44103057729,INFORMĀCIJAS SISTĒMU DROŠĪBAS ADMINISTRATORS,Informācijas tehnoloģijas / Telekomunikācijas,1600.000,1840.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-18,"","Slimnīcas iela 9, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/436739977
251218-28,2025-12-18,44103057729,ĶIRURGS,Veselības aprūpe / Sociālā aprūpe,15.000,15.000,Nepilna slodze,Summētais darba laiks,"",2026-02-01,"","Slimnīcas iela 9, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/436911144
260115-33,2026-01-15,44103057729,INFORMĀCIJAS SISTĒMU DROŠĪBAS ADMINISTRATORS,Informācijas tehnoloģijas / Telekomunikācijas,1600.000,1840.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-08,"","Slimnīcas iela 9, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438900149
251209-21,2025-12-09,90009113532,SOCIĀLAIS PEDAGOGS,Izglītība / Zinātne,750.000,750.000,Nepilna slodze,"","",2026-01-31,"","Ventspils iela 17A, Sabile, Talsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/435995861
251209-24,2025-12-09,90009113532,SPECIĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1500.000,1500.000,Nepilna slodze,"","",2026-01-31,"","Ventspils iela 17A, Sabile, Talsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/435997656
260109-97,2026-01-09,90009113532,JURISTS,Jurisprudence / Tieslietas,1796.000,1796.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-25,"","Kareivju iela 7, Talsi, Talsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438346473
260109-106,2026-01-09,90009113532,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1177.000,1177.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-23,"",Talsu nov.,https://cvvp.nva.gov.lv/#/pub/vakances/438349970
260115-74,2026-01-15,90009113532,Kultūras projektu VADĪTĀJS,Kultūra / Māksla,1177.000,1177.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-02,"","Zvejnieku iela 5, Roja, Rojas pag., Talsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438934118
260115-71,2026-01-15,90009113532,Amatiermākslas kolektīva VADĪTĀJS,Kultūra / Māksla,195.000,195.000,Nepilna slodze,Nepilnais darba laiks,"",2026-02-14,"","Mežrozes, Laidze, Laidzes pag., Talsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438933372
260115-79,2026-01-15,90009113532,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (TŪRISMA UN ATPŪTAS PAKALPOJUMU JOMĀ),Kultūra / Māksla,984.000,984.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-10,"","Pastnieki, Kolka, Kolkas pag., Talsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438934826
260115-82,2026-01-15,90009113532,Nekustamā īpašuma SPECIĀLISTS,Būvniecība / Nekustamais īpašums,984.000,984.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-10,"","Zvejnieku iela 3, Roja, Rojas pag., Talsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438935338
260107-34,2026-01-17,90000086402,AUTOMOBIĻA VADĪTĀJS,Transports / Loģistika,780.000,859.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-22,"","Rūdolfa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437967857
260107-44,2026-01-07,90000086402,INFORMĀCIJAS SISTĒMAS DROŠĪBAS PĀRVALDNIEKS,Informācijas tehnoloģijas / Telekomunikācijas,1475.000,2221.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-22,"","Rūdolfa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437978496
260109-25,2026-01-09,90000086402,GALVENAIS INSPEKTORS (IEKŠLIETU JOMĀ),Drošība / Glābšanas dienesti / Aizsardzība,1595.000,1695.000,Viena vesela slodze,Summētais darba laiks,40,2026-02-02,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/438283521
260109-31,2026-01-09,90000086402,VECĀKAIS INSPEKTORS (IEKŠLIETU JOMĀ),Drošība / Glābšanas dienesti / Aizsardzība,1465.000,1565.000,Viena vesela slodze,Summētais darba laiks,40,2026-02-02,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/438291882
260115-54,2026-01-15,90000086402,VECĀKAIS INSPEKTORS (IEKŠLIETU JOMĀ),Drošība / Glābšanas dienesti / Aizsardzība,1540.000,1640.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-29,"","Rūdolfa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438922004
260115-61,2026-01-15,90000086402,GALVENAIS INSPEKTORS (IEKŠLIETU JOMĀ),Drošība / Glābšanas dienesti / Aizsardzība,2425.000,2525.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-29,"","Rūdolfa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438926933
260115-9,2026-01-15,90000086402,GALVENAIS INSPEKTORS (IEKŠLIETU JOMĀ),Drošība / Glābšanas dienesti / Aizsardzība,1645.000,1745.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-29,"","Jaunsmilgas, Runtorta, Isnaudas pag., Ludzas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438875017
260115-6,2026-01-15,90000086402,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /KOMANDIERIS /PRIEKŠNIEKS (IEKŠLIETU JOMĀ),Drošība / Glābšanas dienesti / Aizsardzība,2475.000,2575.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-29,"","Rūdolfa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438867062
260109-38,2026-01-09,90000086402,INSPEKTORS (IEKŠLIETU JOMĀ),Drošība / Glābšanas dienesti / Aizsardzība,1310.000,1410.000,Viena vesela slodze,Summētais darba laiks,40,2026-02-02,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/438297292
